Date,Open,High,Low,Close,Vol
2005/3/25,10.8,11.2,10.8,11.15,922
2005/3/28,11.2,11.2,11,11,741
2005/3/29,10.95,10.95,10.75,10.8,635
2005/3/30,10.6,10.8,10.5,10.55,1191
2005/3/31,10.6,10.75,10.2,10.25,1641
2005/4/1,10.3,10.35,9.9,10.05,2874
2005/4/4,10.05,10.1,10,10.05,472
2005/4/6,10.1,10.2,9.92,9.92,1238
2005/4/7,9.9,9.95,9.51,9.55,2680
2005/4/8,9.5,9.8,9.5,9.66,1487
2005/4/11,9.7,9.7,9.62,9.64,834
2005/4/12,9.36,9.64,9.21,9.5,2349
2005/4/13,9.5,9.7,9.5,9.61,1197
2005/4/14,9.6,9.8,9.5,9.63,807
2005/4/15,9.7,9.7,9.5,9.5,979
2005/4/18,9.4,9.5,8.84,9.19,2399
2005/4/19,9.19,9.4,9.19,9.32,1060
2005/4/20,9.35,9.5,9.24,9.32,1164
2005/4/21,8.84,9.32,8.84,9.26,1440
2005/4/22,9.46,9.46,9.31,9.32,1161
2005/4/25,9.3,9.7,9.25,9.51,1597
2005/4/26,9.75,9.75,9.52,9.64,744
2005/4/27,9.75,9.75,9.5,9.52,340
2005/4/28,9.52,9.62,9.4,9.59,455
2005/4/29,9.55,9.6,9.42,9.53,589
2005/5/3,9.6,9.69,9.53,9.54,579
2005/5/4,9.8,10.2,9.8,9.99,3406
2005/5/5,9.99,10.1,9.85,9.92,1440
2005/5/6,9.92,9.93,9.69,9.75,1130
2005/5/9,9.75,9.9,9.61,9.62,719
2005/5/10,9.65,9.68,9.4,9.59,727
2005/5/11,9.55,9.55,9.46,9.48,584
2005/5/12,9.55,9.55,9.47,9.48,677
2005/5/13,9.3,9.59,9.3,9.43,1109
2005/5/16,9.4,9.4,9.3,9.34,523
2005/5/17,9.34,9.5,9.3,9.38,665
2005/5/18,9.5,9.5,9.4,9.42,386
2005/5/19,9.5,9.55,9.45,9.48,500
2005/5/20,9.5,10.1,9.5,9.78,3119
2005/5/23,9.8,10.1,9.69,9.9,2778
2005/5/24,9.99,10,9.62,9.65,1579
2005/5/25,9.65,9.72,9.42,9.5,1412
2005/5/26,9.4,9.49,9.4,9.43,623
2005/5/27,9.43,9.64,9.4,9.59,928
2005/5/30,9.55,9.58,9.49,9.49,548
2005/5/31,9.54,9.7,9.5,9.58,681
2005/6/1,9.57,10.1,9.57,9.9,4076
2005/6/2,10,10,9.8,9.95,1917
2005/6/3,9.95,10.6,9.95,10.6,8442
2005/6/6,10.8,11.1,10.7,11.05,7283
2005/6/7,10.95,11,10.6,10.6,3899
2005/6/8,10.6,10.95,10.55,10.8,3108
2005/6/9,10.9,11.2,10.75,10.8,4799
2005/6/10,10.9,11.15,10.8,10.85,3684
2005/6/13,10.75,10.9,10.65,10.8,1817
2005/6/14,10.9,10.95,10.65,10.65,1514
2005/6/15,10.6,10.85,10.55,10.7,1904
2005/6/16,10.85,10.85,10.55,10.7,1410
2005/6/17,10.7,10.7,10.5,10.55,1971
2005/6/20,10.6,10.7,10.5,10.55,1150
2005/6/21,10.55,10.7,10.5,10.7,1336
2005/6/22,10.7,10.75,10.55,10.7,1920
2005/6/23,10.8,10.9,10.65,10.8,2194
2005/6/24,10.8,10.8,10.65,10.65,1100
2005/6/27,10.55,11.1,10.55,10.85,4916
2005/6/28,11.2,11.3,11,11.05,6869
2005/6/29,11.15,11.2,10.75,10.85,3524
2005/6/30,10.85,10.85,10.5,10.8,2876
2005/7/1,10.7,10.7,10.45,10.5,1650
2005/7/4,10.8,10.8,10.5,10.7,1049
2005/7/5,10.6,10.7,10.2,10.45,3634
2005/7/6,10.4,10.4,10.25,10.25,1257
2005/7/7,10.25,10.3,10.05,10.3,1306
2005/7/8,10.3,10.3,10,10.15,2271
2005/7/11,10.25,10.25,10,10.05,1188
2005/7/12,10.15,10.2,10,10.05,1277
2005/7/13,10.2,10.2,10.05,10.1,1228
2005/7/14,10.1,10.15,10,10.15,2408
2005/7/15,10.15,10.2,10.05,10.1,1832
2005/7/19,10.25,10.3,10.15,10.2,1895
2005/7/20,10.2,10.2,10,10.05,3088
2005/7/21,10,10.15,9.95,10.05,1861
2005/7/22,10.75,10.75,10.55,10.75,11639
2005/7/25,11,11.1,10.7,10.9,13352
2005/7/26,10.85,10.85,10.5,10.6,4564
2005/7/27,10.6,10.65,10.2,10.3,3238
2005/7/28,10.3,10.3,10.1,10.15,2215
2005/7/29,10.15,10.25,10.1,10.25,1459
2005/8/1,10.25,10.5,10.05,10.3,1833
2005/8/2,10.35,10.45,10.15,10.4,2018
2005/8/3,10.4,10.45,10.15,10.45,2775
2005/8/4,10.45,10.45,10.25,10.4,1456
2005/8/8,10.4,10.8,10.4,10.6,5888
2005/8/9,10.6,10.65,10.4,10.6,3739
2005/8/10,10.7,10.7,10.4,10.6,4018
2005/8/11,10.6,10.6,10.35,10.5,3679
2005/8/12,10.5,11.2,10.45,10.85,13174
2005/8/15,10.85,10.9,10.55,10.55,3818
2005/8/16,10.6,10.75,10.4,10.55,4851
2005/8/17,10.5,10.85,10.45,10.6,4241
2005/8/18,10.6,10.65,10.4,10.5,2039
2005/8/19,10.5,10.5,10.25,10.25,2117
2005/8/22,10.35,10.55,10.25,10.5,2739
2005/8/23,10.55,11.15,10.5,10.9,13085
2005/8/24,10.8,10.8,10.35,10.55,6945
2005/8/25,10.65,10.75,10.35,10.6,4602
2005/8/26,10.6,10.6,10.3,10.5,3357
2005/8/29,10.45,10.45,10.25,10.3,1935
2005/8/30,10.4,10.6,10.3,10.4,2359
2005/8/31,10.4,10.45,10.05,10.1,4762
2005/9/2,10.3,10.35,10.1,10.25,1841
2005/9/5,10.25,10.3,10.15,10.25,1493
2005/9/6,10.3,10.3,10.15,10.3,1770
2005/9/7,10.25,10.4,10.15,10.15,1638
2005/9/8,10.15,10.25,10.05,10.2,1362
2005/9/9,10.25,10.25,9.95,10.15,2585
2005/9/12,10.15,10.15,10,10,1334
2005/9/13,10,10,9.6,9.6,4717
2005/9/14,9.6,9.6,9.31,9.42,1956
2005/9/15,9.32,9.4,9.25,9.31,1285
2005/9/16,9.35,9.52,9.35,9.5,934
2005/9/19,9.6,9.62,9.4,9.5,755
2005/9/20,9.45,9.5,9.4,9.41,1129
2005/9/21,9.45,9.59,9.41,9.5,1002
2005/9/22,9.41,9.41,9.28,9.28,1125
2005/9/23,9.3,9.35,9.2,9.2,728
2005/9/26,9.23,9.35,9.11,9.11,681
2005/9/27,9.14,9.19,9.1,9.19,832
2005/9/28,9.19,9.19,9.01,9.08,1126
2005/9/29,9.01,9.22,9.01,9.15,1050
2005/9/30,9.17,9.3,9.16,9.2,1634
2005/10/3,9.3,9.3,9.1,9.12,1004
2005/10/4,9.15,9.19,9.1,9.1,1195
2005/10/5,9.1,9.13,9.01,9.05,1041
2005/10/6,9.01,9.07,8.99,9,1063
2005/10/7,9,9.06,8.96,9,1057
2005/10/11,9,9.3,9,9.15,1427
2005/10/12,9.25,9.25,9.06,9.08,799
2005/10/13,9.14,9.14,9,9.01,965
2005/10/14,9.01,9.1,9,9.07,1149
2005/10/17,9,9.1,8.85,8.85,1450
2005/10/18,8.85,8.9,8.6,8.67,1214
2005/10/19,8.6,8.6,8.07,8.1,2948
2005/10/20,8.1,8.19,8.01,8.15,1654
2005/10/21,8.19,8.72,8.13,8.71,2142
2005/10/24,8.69,8.69,8.35,8.4,994
2005/10/25,8.49,8.55,8.32,8.4,671
2005/10/26,8.45,8.59,8.45,8.54,1937
2005/10/27,8.54,8.58,8.44,8.48,1332
2005/10/28,8.42,8.53,8.4,8.47,1582
2005/10/31,8.55,8.79,8.55,8.77,863
2005/11/1,8.77,8.77,8.56,8.56,678
2005/11/2,8.56,8.7,8.56,8.66,609
2005/11/3,8.58,8.69,8.54,8.66,469
2005/11/4,8.65,8.65,8.5,8.64,1131
2005/11/7,8.63,8.7,8.5,8.57,442
2005/11/8,8.58,8.59,8.42,8.5,559
2005/11/9,8.51,8.52,8.45,8.52,1017
2005/11/10,8.6,9,8.53,8.72,1540
2005/11/11,8.9,8.95,8.74,8.87,1021
2005/11/14,9.04,9.07,8.9,9.03,984
2005/11/15,9,9.1,8.88,9.1,818
2005/11/16,9.1,9.14,8.96,9.05,868
2005/11/17,9.02,9.04,8.91,9.04,548
2005/11/18,9.04,9.08,8.96,9.06,776
2005/11/21,9.14,9.3,9.01,9.18,1491
2005/11/22,9.18,9.25,9.1,9.17,675
2005/11/23,9.15,9.17,9,9.03,936
2005/11/24,9.05,9.12,9,9.09,874
2005/11/25,9.1,9.14,9,9.09,862
2005/11/28,9.09,9.12,9.01,9.11,1271
2005/11/29,9.17,9.45,9.1,9.32,2184
2005/11/30,9.33,9.97,9.33,9.8,6325
2005/12/1,9.61,9.62,9.39,9.5,2436
2005/12/2,9.5,9.69,9.32,9.48,1381
2005/12/5,9.8,10,9.75,9.92,4093
2005/12/6,9.9,9.9,9.73,9.8,1963
2005/12/7,9.85,9.89,9.69,9.72,967
2005/12/8,9.7,9.8,9.48,9.63,1074
2005/12/9,9.63,9.63,9.46,9.6,729
2005/12/12,9.39,9.59,9.36,9.55,1485
2005/12/13,9.55,9.63,9.36,9.43,895
2005/12/14,9.4,9.43,9.31,9.39,2289
2005/12/15,9.42,9.42,9.28,9.35,1373
2005/12/16,9.32,9.58,9.32,9.45,2175
2005/12/19,9.45,9.65,9.45,9.62,2516
2005/12/20,9.75,9.75,9.53,9.54,1979
2005/12/21,9.54,9.7,9.54,9.64,1922
2005/12/22,9.6,9.6,9.36,9.48,1770
2005/12/23,9.48,9.5,9.32,9.43,2298
2005/12/26,9.43,9.55,9.43,9.55,2539
2005/12/27,9.45,9.56,9.38,9.4,2696
2005/12/28,9.4,9.49,9.32,9.35,1129
2005/12/29,9.36,9.62,9.32,9.4,2863
2005/12/30,9.45,9.49,9.29,9.35,2836
2006/1/2,9.09,9.09,8.82,8.99,3184
2006/1/3,8.99,9,8.89,8.98,2285
2006/1/4,9.05,9.45,9.05,9.26,3533
2006/1/5,9.3,9.39,9.2,9.25,3185
2006/1/6,9.25,9.45,9.25,9.26,2530
2006/1/9,9.31,9.58,9.28,9.5,5590
2006/1/10,9.5,9.6,9.4,9.49,3012
2006/1/11,9.55,9.56,9.43,9.49,2382
2006/1/12,9.5,9.69,9.5,9.54,3078
2006/1/13,9.62,9.84,9.56,9.62,4469
2006/1/16,9.62,9.7,9.5,9.51,2250
2006/1/17,9.5,9.53,9.41,9.43,1612
2006/1/18,9.4,9.4,9.18,9.21,1955
2006/1/19,9.21,9.28,9.11,9.23,962
2006/1/20,9.2,9.35,9.1,9.1,946
2006/1/23,9,9.09,8.8,8.8,1336
2006/1/24,9,9.19,8.9,8.99,1070
2006/1/25,9.13,9.18,9.02,9.1,982
2006/2/3,9.1,9.25,9.1,9.17,792
2006/2/6,9.17,9.5,9.13,9.48,2554
2006/2/7,9.45,9.45,9.29,9.3,1570
2006/2/8,9.25,9.31,9.2,9.2,1056
2006/2/9,9.44,9.79,9.41,9.48,5513
2006/2/10,9.69,9.69,9.44,9.45,2104
2006/2/13,9.58,9.58,9.3,9.31,1317
2006/2/14,9.31,9.31,9.18,9.26,1395
2006/2/15,9.27,9.28,9.2,9.22,1332
2006/2/16,9.18,9.3,9.18,9.2,922
2006/2/17,9.25,9.28,9.21,9.22,750
2006/2/20,9.22,9.24,9.13,9.15,1114
2006/2/21,9.13,9.19,9.1,9.1,976
2006/2/22,9.1,9.18,8.95,8.96,1157
2006/2/23,8.96,9,8.85,8.9,1473
2006/2/24,8.9,9.04,8.88,8.96,829
2006/2/27,8.92,8.95,8.81,8.86,957
2006/3/1,8.9,9.2,8.9,9.18,1579
2006/3/2,9.2,9.28,9.1,9.1,835
2006/3/3,9.1,9.16,8.95,8.95,765
2006/3/6,8.92,9.03,8.9,8.92,475
2006/3/7,9.1,9.1,8.95,8.99,443
2006/3/8,9,9.16,9,9.02,1026
2006/3/9,9.02,9.08,9,9.01,505
2006/3/10,9.03,9.07,8.97,8.97,507
2006/3/13,8.97,8.99,8.9,8.92,585
2006/3/14,8.92,9,8.9,8.95,459
2006/3/15,9,9,8.9,8.9,600
2006/3/16,8.9,8.97,8.85,8.85,1329
2006/3/17,8.85,8.88,8.24,8.24,1955
2006/3/20,8.38,8.6,8.35,8.5,1707
2006/3/21,8.52,8.55,8.37,8.45,1107
2006/3/22,8.45,8.47,8.31,8.45,935
2006/3/23,8.45,8.53,8.3,8.43,627
2006/3/24,8.38,8.49,8.35,8.36,857
2006/3/27,8.44,8.44,8.27,8.29,927
2006/3/28,8.29,8.35,8.21,8.24,1293
2006/3/29,8.25,8.25,8.13,8.2,929
2006/3/30,8.21,8.29,8.2,8.24,791
2006/3/31,8.24,8.34,8.2,8.32,1035
2006/4/3,8.32,8.39,8.28,8.3,1278
2006/4/4,8.37,8.39,8.28,8.3,894
2006/4/6,8.37,8.69,8.32,8.6,2358
2006/4/7,8.65,8.65,8.51,8.57,983
2006/4/10,8.57,8.63,8.55,8.6,1265
2006/4/11,8.63,8.63,8.41,8.5,1258
2006/4/12,8.5,8.56,8.45,8.54,1249
2006/4/13,8.6,8.98,8.6,8.93,3716
2006/4/14,8.91,8.95,8.8,8.88,1823
2006/4/17,9.34,9.5,9.08,9.5,7242
2006/4/18,9.6,9.7,9.37,9.57,6371
2006/4/19,9.7,9.72,9.45,9.45,3998
2006/4/20,9.45,9.45,9.31,9.35,2607
2006/4/21,9.4,9.7,9.38,9.4,3752
2006/4/24,9.4,9.65,9.3,9.59,3765
2006/4/25,9.72,10.25,9.72,10.25,15225
2006/4/26,10.5,10.9,10,10.7,20067
2006/4/27,10.65,10.9,10.5,10.55,9369
2006/4/28,10.5,10.55,10.1,10.3,5208
2006/5/2,10.4,11,10.35,11,12331
2006/5/3,11.5,11.75,11.25,11.75,15159
2006/5/4,12.55,12.55,12.35,12.55,15572
2006/5/5,13.25,13.4,12.8,13,40625
2006/5/8,13.2,13.9,13.2,13.9,18518
2006/5/9,14.15,14.85,13.9,14.3,30365
2006/5/10,14.4,14.85,13.35,13.8,22256
2006/5/11,13.3,13.6,12.85,12.9,13731
2006/5/12,12.65,13.4,12.65,13.05,10230
2006/5/15,13.05,13.95,13,13.5,10557
2006/5/16,13.5,13.6,12.6,12.6,9801
2006/5/17,12.6,12.7,11.75,12.4,12437
2006/5/18,11.8,12.35,11.8,12.1,9936
2006/5/19,12,12.4,11.9,12.1,6783
2006/5/22,12.4,12.4,11.3,11.3,10172
2006/5/23,11,11.25,10.6,10.65,11859
2006/5/24,10.8,11.35,10.75,11.35,5881
2006/5/25,11.65,12.1,11.65,12.1,6951
2006/5/26,12.5,12.9,12.2,12.4,20204
2006/5/29,12.5,12.7,12.05,12.15,7335
2006/5/30,12.25,12.7,11.6,11.9,8635
2006/6/1,12.1,12.7,11.8,12.4,10025
2006/6/2,12.6,12.7,12.2,12.5,6405
2006/6/5,12.7,13.15,12.1,12.15,14974
2006/6/6,12,12.55,11.9,12.55,7474
2006/6/7,12.2,12.45,11.9,12,5845
2006/6/8,11.9,11.9,11.2,11.2,5777
2006/6/9,11.1,11.8,10.55,11.7,7580
2006/6/12,11.5,11.65,11.2,11.55,2855
2006/6/13,11.3,11.95,11.3,11.55,4884
2006/6/14,11.6,12.2,11.5,12.05,5460
2006/6/15,12.2,12.2,11.7,11.7,3343
2006/6/16,11.9,12.45,11.9,12.2,5590
2006/6/19,12.4,13.05,12.35,13.05,9519
2006/6/20,13.15,13.35,12.4,12.85,18065
2006/6/21,12.75,12.85,12,12,9009
2006/6/22,12.2,12.55,12.2,12.35,6142
2006/6/23,12.1,13,11.95,12.8,7250
2006/6/26,12.9,13.25,12.6,13,10886
2006/6/27,12.65,13.3,12.65,12.8,8190
2006/6/28,12.6,13.1,12.6,13,5782
2006/6/29,13,13.45,13,13.1,9973
2006/6/30,13.4,13.4,12.7,12.7,11444
2006/7/3,12.7,13.05,12.7,13,4901
2006/7/4,13.1,13.1,12.85,12.85,5851
2006/7/5,12.7,13,12.5,12.5,6071
2006/7/6,12.5,12.65,12.4,12.6,2701
2006/7/7,12.7,12.7,11.9,12.1,5862
2006/7/10,11.9,12.3,11.9,12.3,1668
2006/7/11,12.2,12.35,12.15,12.2,1324
2006/7/12,12.1,12.3,12,12,2475
2006/7/13,12,12.25,12,12.1,1438
2006/7/14,11.9,12,11.7,11.7,2238
2006/7/17,11.3,11.4,10.9,10.9,5603
2006/7/18,10.6,11.1,10.6,10.9,2191
2006/7/19,11,11.25,10.9,11,2158
2006/7/20,11.2,11.45,11.2,11.35,2797
2006/7/21,11.3,11.3,11.1,11.25,1146
2006/7/24,11.2,11.45,11.1,11.3,1297
2006/7/25,11.5,11.95,11.4,11.65,3225
2006/7/26,11.5,11.5,11.25,11.3,1697
2006/7/27,11.3,11.4,11.25,11.35,1396
2006/7/28,11.35,11.6,11.35,11.35,2064
2006/7/31,11.55,11.7,11.4,11.4,2491
2006/8/1,11.5,12,11.5,11.9,4587
2006/8/2,11.9,12.15,11.75,12,3587
2006/8/3,12,12.05,11.7,11.95,3191
2006/8/4,11.95,12.2,11.8,12.05,3331
2006/8/7,12,12.05,11.65,12,3446
2006/8/8,12,12,11.8,11.95,2089
2006/8/9,11.8,12.05,11.8,11.9,1678
2006/8/10,12,12.05,11.7,11.85,2028
2006/8/11,11.85,11.9,11.4,11.7,3551
2006/8/14,11.6,11.7,11.5,11.7,1408
2006/8/15,11.7,11.85,11.55,11.6,1270
2006/8/16,11.85,12.35,11.8,12.2,9474
2006/8/17,12.3,12.55,12.15,12.3,8410
2006/8/18,12.3,12.45,12,12.05,2704
2006/8/21,12.05,12.1,11.25,11.3,4411
2006/8/22,11.3,11.5,11.15,11.35,1848
2006/8/23,11.3,11.55,11.15,11.5,1772
2006/8/24,11.45,11.5,11.3,11.4,1187
2006/8/25,11.5,11.5,11.15,11.2,2153
2006/8/28,11.25,11.3,10.75,11,1992
2006/8/29,11.2,11.2,10.95,10.95,1242
2006/8/30,11.05,11.25,11.05,11.15,1324
2006/8/31,11.2,11.35,11.1,11.2,1627
2006/9/1,11.3,11.3,11.15,11.2,1282
2006/9/4,11.2,11.45,11.15,11.35,1657
2006/9/5,11.35,11.5,11.2,11.2,1590
2006/9/6,11.3,11.3,11.05,11.05,1060
2006/9/7,11,11.15,10.95,11.1,1333
2006/9/8,11.1,11.25,10.9,11.05,1203
2006/9/11,11.2,11.8,11.1,11.8,10207
2006/9/12,11.7,11.8,11.45,11.5,4927
2006/9/13,11.8,11.85,11.5,11.55,2629
2006/9/14,11.6,11.7,11,11,3319
2006/9/15,11.05,11.3,11,11.3,1840
2006/9/18,11.75,12,11.5,11.8,4810
2006/9/19,11.8,12.6,11.65,12.6,21077
2006/9/20,12.6,12.8,12.3,12.65,10568
2006/9/21,12.7,13.5,12.55,13.45,26190
2006/9/22,13.35,13.4,13,13.35,9752
2006/9/25,13.5,13.9,13.4,13.8,17038
2006/9/26,13.7,13.7,13.4,13.55,8445
2006/9/27,13.55,13.65,13.3,13.3,9716
2006/9/28,13.3,13.35,12.8,12.95,7648
2006/9/29,12.95,13.4,12.9,13.3,6382
2006/10/2,13.35,14,13.35,13.7,12843
2006/10/3,14,14.65,13.85,14.35,25210
2006/10/4,14.15,14.25,13.55,13.8,10760
2006/10/5,13.9,14.4,13.7,14.1,9849
2006/10/11,14.25,15.05,14.2,15,18077
2006/10/12,15,15,14.35,14.35,12206
2006/10/13,14.5,14.75,14.1,14.35,10871
2006/10/14,14.5,14.8,14.4,14.45,7055
2006/10/16,14.7,14.8,14.1,14.1,8100
2006/10/17,14.2,14.45,13.7,13.9,8592
2006/10/18,13.7,14,13.7,13.8,4505
2006/10/19,13.9,14,13.7,13.7,4095
2006/10/20,13.8,14.4,13.8,14.3,10999
2006/10/23,14.25,14.3,14,14.25,5053
2006/10/24,14.3,14.35,14.1,14.2,4336
2006/10/25,14.2,14.45,13.8,14.45,7514
2006/10/26,14.6,15.25,14.35,14.85,21999
2006/10/27,14.9,15.3,14.45,14.5,13959
2006/10/30,14.4,14.4,14.05,14.1,5932
2006/10/31,14.25,14.65,14.2,14.55,5839
2006/11/1,14.55,15.5,14.4,14.9,18933
2006/11/2,14.9,15.15,14.65,15,8257
2006/11/3,14.95,15.3,14.95,15.05,11711
2006/11/6,14.6,16.1,14.6,16.05,27558
2006/11/7,16.2,16.9,16.1,16.3,23265
2006/11/8,16.65,17.4,16.6,17.4,31851
2006/11/9,17.7,18.6,17.65,17.8,45063
2006/11/10,17.9,18.5,17.25,18.35,18993
2006/11/13,18.2,18.7,17.7,18.35,23596
2006/11/14,18.7,19.6,18.15,18.3,35796
2006/11/15,18.3,18.7,17.85,18.5,15869
2006/11/16,18.7,18.8,18,18.05,11522
2006/11/17,18.3,18.3,17.7,17.8,7085
2006/11/20,17.7,18.1,17.7,17.8,6749
2006/11/21,17.8,17.95,17,17,16002
2006/11/22,17.1,17.9,16.9,17.8,14663
2006/11/23,17.75,18.4,17.5,17.9,14619
2006/11/24,17.85,18.3,17.7,17.9,11866
2006/11/27,17.9,18.15,17.6,17.95,8689
2006/11/28,18.15,19.2,18.15,19.2,27124
2006/11/29,19.45,19.7,18.5,18.85,26743
2006/11/30,19,19.2,18.5,18.85,13745
2006/12/1,19,20.15,18.8,19.6,26214
2006/12/4,20,20.95,19.8,20.95,23464
2006/12/5,21.1,21.2,19.5,19.75,34701
2006/12/6,19.75,20.35,19.4,19.9,18062
2006/12/7,19.9,20.5,19.5,20,16318
2006/12/8,20,20.7,19.7,20.7,14536
2006/12/11,20,20.5,19.95,20.3,12847
2006/12/12,20.25,20.5,19.4,19.7,12698
2006/12/13,19.7,19.9,18.35,19,14004
2006/12/14,19,19.2,18.5,19.1,8886
2006/12/15,19.5,19.65,19.2,19.4,7668
2006/12/18,19.35,19.55,18.8,19.15,7415
2006/12/19,19.25,19.5,18.9,18.9,4743
2006/12/20,18.9,19.65,18.8,19.55,7136
2006/12/21,19.55,19.75,19.05,19.05,5210
2006/12/22,19.6,19.6,19,19,4074
2006/12/25,19,19.9,19,19.9,8400
2006/12/26,20,21.25,20,21.25,27961
2006/12/27,21.5,22.3,20.65,21.7,27098
2006/12/28,21.8,21.85,21.1,21.65,12184
2006/12/29,21.75,23.15,21.6,23.15,42717
2007/1/2,23.05,23.9,22.95,23.4,22612
2007/1/3,23.7,23.75,22.5,23,16929
2007/1/4,23,23.45,22.05,22.95,16085
2007/1/5,22.8,22.95,21.9,22.8,13308
2007/1/8,22.3,23.2,22.25,22.5,6745
2007/1/9,22.9,23.35,22.8,23.2,7884
2007/1/10,23.05,23.1,22.2,22.35,6825
2007/1/11,22.2,22.5,20.8,20.8,12650
2007/1/12,21.4,22.25,21.05,22.25,12761
2007/1/15,22.35,22.4,21.4,22.1,8042
2007/1/16,22.5,23.5,22.5,23,12482
2007/1/17,23.2,24.55,22.8,24.15,18390
2007/1/18,24.15,24.5,23.7,24.15,11814
2007/1/19,24.15,25.2,24.15,24.9,11701
2007/1/22,25,26.6,24.95,26.6,17181
2007/1/23,26.6,27.8,26.1,26.3,16316
2007/1/24,26.5,27.15,25.7,26.7,10058
2007/1/25,26.8,26.8,24.85,25.3,20135
2007/1/26,24.5,25.8,24.3,25.3,7612
2007/1/29,25.65,25.9,24.8,25.05,5310
2007/1/30,25.1,25.3,24.9,24.9,4127
2007/1/31,24.8,25.3,23.7,24,14084
2007/2/1,24.1,24.45,23.8,24.1,5345
2007/2/2,24.4,25.3,24.1,25,10035
2007/2/5,25.1,25.9,24.7,25.45,7292
2007/2/6,25.8,25.9,25.5,25.75,4705
2007/2/7,26,26.1,25.45,25.5,4682
2007/2/8,25.7,25.7,24.9,25.05,4513
2007/2/9,25.05,25.9,25.05,25.6,5734
2007/2/12,25.4,25.6,25,25.35,2964
2007/2/13,25.35,25.6,25.15,25.15,3340
2007/2/14,25.25,25.5,25.1,25.1,3972
2007/2/26,25.75,26.6,25.3,26.4,12092
2007/2/27,26.7,26.8,25.7,26,6146
2007/3/1,24.2,24.95,24.2,24.8,11072
2007/3/2,24.4,24.9,24.15,24.55,4199
2007/3/3,24.5,24.65,23.15,23.9,5277
2007/3/5,23.4,23.4,22.25,22.25,7675
2007/3/6,22.2,23,22.1,23,4465
2007/3/7,23.2,24,23,23.7,7309
2007/3/8,23.65,23.95,23.25,23.55,3435
2007/3/9,23.75,24.4,23.6,23.85,4757
2007/3/12,24,24.2,23.7,23.7,2495
2007/3/13,23.4,24,23.15,23.3,4812
2007/3/14,22.6,22.9,22.5,22.7,4331
2007/3/15,22.8,23.7,22.8,23.2,3942
2007/3/16,23.2,24.4,23.2,24,8056
2007/3/19,24,24.2,23.7,23.8,2091
2007/3/20,24.3,24.6,23.7,23.85,5027
2007/3/21,24,24.2,23.75,23.8,1473
2007/3/22,24.3,24.3,23.85,23.9,2280
2007/3/23,23.7,24.2,23.7,23.9,2785
2007/3/26,24.15,24.2,23.4,23.6,2783
2007/3/27,23.4,23.65,23,23.1,4899
2007/3/28,23,23.3,22.8,22.85,2709
2007/3/29,22.8,24.05,22.7,24,5592
